Popularity,Market Category,Market Category,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
436,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury","Exotic,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
86,"Exotic,Luxury","Exotic,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1385,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1385,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1385,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1385,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1385,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1385,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1385,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1385,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1385,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1385,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1385,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1385,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
155,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
155,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
155,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
155,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
155,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
155,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
155,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
155,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Factory Tuner,Luxury,High-Performance","Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Factory Tuner,Luxury,High-Performance","Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Factory Tuner,Luxury,High-Performance","Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Factory Tuner,Luxury,High-Performance","Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Factory Tuner,Luxury,High-Performance","Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Factory Tuner,Luxury,High-Performance","Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Factory Tuner,Luxury,High-Performance","Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Factory Tuner,Luxury,High-Performance","Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Factory Tuner,Luxury,High-Performance","Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
617,"Factory Tuner,Luxury,High-Performance","Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Exotic,Factory Tuner,Luxury,High-Performance","Exotic,Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Exotic,Factory Tuner,Luxury,High-Performance","Exotic,Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Exotic,Factory Tuner,Luxury,High-Performance","Exotic,Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Exotic,Factory Tuner,Luxury,High-Performance","Exotic,Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Exotic,Factory Tuner,Luxury,High-Performance","Exotic,Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Exotic,Factory Tuner,Luxury,High-Performance","Exotic,Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Exotic,Factory Tuner,Luxury,High-Performance","Exotic,Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Exotic,Factory Tuner,Luxury,High-Performance","Exotic,Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Exotic,Factory Tuner,Luxury,High-Performance","Exotic,Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Exotic,Factory Tuner,Luxury,High-Performance","Exotic,Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Exotic,Factory Tuner,Luxury,High-Performance","Exotic,Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Exotic,Factory Tuner,Luxury,High-Performance","Exotic,Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
617,"Exotic,Factory Tuner,Luxury,High-Performance","Exotic,Factory Tuner,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
204,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
204,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
204,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
204,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
